age,gender,place_type,hobby,climate,health_issues,selected_place
40,female,"['Historical', 'Scenic']",['Relaxation'],Tropical,[],Kuttam Pokuna
49,male,"['Beach', 'Adventure']",['Exploration'],Tropical,[],Secret Beach (Mirissa)
77,male,['Historical'],['History'],Tropical,[],Commonwealth War Cemetery
35,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Ruwanwelisaya
51,female,"['Educational', 'Museum']",['Learning'],Cool,[],Tea Factory & Tea Museum
33,female,"['Beach', 'Photography']",['Instagram'],Tropical,[],Dalawella Beach
32,female,"['Beach', 'Surfing']",['Surfing'],Tropical,[],Hiriketiya Beach
53,male,"['Historical', 'Cultural']",['Sightseeing'],Cool,[],Nuwara Eliya City Tour
32,female,"['Beach', 'Photography']",['Swimming'],Tropical,[],Dalawella Beach
47,male,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],Devon Falls
56,male,"['Museum', 'Educational']",['Sightseeing'],Tropical,[],Anuradhapura Archaeological Museum
26,male,"['Sports', 'Recreation']",['Golf'],Cool,[],Nuwara Eliya Golf Club
6,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
13,male,"['Historical', 'Nature']",['Cultural Exploration'],Tropical,[],Vessagiriya
32,female,"['Historical', 'Cultural']",['Photography'],Cool,[],Nuwara Eliya City Tour
36,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Sela Cetiya
77,female,['Historical'],['Photography'],Tropical,[],Kandy Garrison Cemetery
44,male,"['Beach', 'Snorkeling']",['Swimming'],Tropical,[],Unawatuna Beach
68,female,"['Historic', 'Cultural']",['History'],Tropical,[],Galle Fort
16,female,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Single Tree Hill
60,female,"['Educational', 'Museum']",['Learning'],Cool,[],Tea Factory & Tea Museum
56,male,"['Historical', 'Scenic']",['Relaxation'],Tropical,[],Basawakkulama Wewa
76,male,"['Beach', 'Cultural']",['History'],Tropical,[],Koggala Beach
8,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Samadhi Buddha Statue
10,male,"['Shopping', 'Cultural']",['Cultural Exploration'],Cool,[],Nuwara Eliya Market
43,female,"['Beach', 'Relaxation']",['Reading'],Tropical,[],Talpe Beach
31,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
31,female,"['Nature', 'Waterfall']",['Photography'],Cool,[],Devon Falls
46,female,['Scenic'],['Sightseeing'],Tropical,[],Kandy View Point
64,female,"['Beach', 'Wildlife']",['Photography'],Tropical,['Seasickness'],Mirissa Beach
61,male,"['Historical', 'Educational']",['Photography'],Tropical,[],Lovamahapaya
47,male,"['Sports', 'Recreation']",['Relaxation'],Cool,[],Nuwara Eliya Golf Club
28,female,"['Educational', 'Nature']",['Learning'],Tropical,[],Kandy Spice Garden
32,male,['Historical'],['Photography'],Tropical,[],Kandy Garrison Cemetery
43,female,"['Educational', 'Agriculture']",['Nature Walks'],Cool,[],Pedro Tea Estate
10,female,"['Historic', 'Cultural']",['History'],Tropical,[],Galle Fort
74,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
71,female,"['Historical', 'Cultural']",['Photography'],Cool,[],Nuwara Eliya City Tour
40,female,"['Shopping', 'Cultural']",['Shopping'],Cool,['Mobility Issues'],Nuwara Eliya Market
60,female,"['Cultural', 'Entertainment']",['Photography'],Tropical,[],Kandy Cultural Show
52,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Sela Cetiya
64,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Samadhi Buddha Statue
9,female,"['Beach', 'Adventure']",['Snorkeling'],Tropical,[],Secret Beach (Mirissa)
15,male,"['Beach', 'Relaxation']",['Walking'],Tropical,[],Talpe Beach
9,female,"['Historic', 'Cultural']",['Photography'],Tropical,[],Galle Fort
76,female,['Museum'],['Learning'],Tropical,[],Ceylon Tea Museum
22,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ratnaprasada
25,female,['Museum'],['Tea Tasting'],Tropical,[],Ceylon Tea Museum
7,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankarama
20,male,"['Nature', 'Waterfall']",['Photography'],Cool,[],Ramboda Falls
23,male,"['Cultural', 'Shopping']",['Cultural Exploration'],Tropical,[],Kandy Arts & Crafts Center
65,female,"['Educational', 'Nature']",['Learning'],Tropical,[],Kandy Spice Garden
21,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
50,female,"['Beach', 'Adventure']",['Snorkeling'],Tropical,['Mobility Issues'],Jungle Beach
29,male,['Historical'],['History'],Tropical,[],Kandy Garrison Cemetery
56,male,"['Shopping', 'Entertainment']",['Dining'],Tropical,[],Kandy City Center
21,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Samadhi Buddha Statue
30,male,"['Museum', 'Educational']",['Sightseeing'],Tropical,[],Maha Vihara Museum
44,male,"['Scenic', 'Relaxation']",['Walking'],Tropical,['Swimming Difficulties'],Kandy Lake
73,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Sela Cetiya
69,male,"['Historical', 'Architecture']",['History'],Cool,[],Nuwara Eliya Post Office
10,female,"['Religious', 'Scenic']",['Sightseeing'],Tropical,"['Heart Conditions', 'Mobility Issues']",Bahirawakanda Vihara Buddha Statue
73,male,"['Educational', 'Museum']",['Tea Tasting'],Cool,[],Tea Factory & Tea Museum
72,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Mirisaweti Stupa
13,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ratnaprasada
66,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Isurumuniya Temple
5,male,"['Historic', 'Cultural']",['Photography'],Tropical,[],Galle Fort
69,female,"['Wildlife', 'Safari']",['Photography'],Dry Zone,['Dust Allergies'],Bundala National Park
69,male,['Historical'],['History'],Tropical,[],Kandy War Cemetery
15,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankarama
25,male,"['Religious', 'Historical']",['Photography'],Cool,[],Seetha Amman Temple
56,female,"['Beach', 'Romantic']",['Sunbathing'],Tropical,[],Tangalle Beach
28,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Embekka Devalaya
32,female,"['Historical', 'Nature']",['Photography'],Tropical,[],Ranmasu Uyana
54,male,"['Museum', 'Educational']",['Sightseeing'],Tropical,[],Anuradhapura Archaeological Museum
20,female,"['Cultural', 'Hiking']",['Photography'],Tropical,[],Mulkirigala Rock Temple
39,female,['Historical'],['Photography'],Tropical,[],Kandy War Cemetery
24,male,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],St. Clair's Falls
31,female,"['Cultural', 'Shopping']",['Cultural Exploration'],Tropical,[],Kandy Arts & Crafts Center
37,male,"['Museum', 'Educational']",['Sightseeing'],Tropical,[],Maha Vihara Museum
47,male,"['Scenic', 'Viewpoint']",['Relaxation'],Cool,[],Nuwara Eliya Golf Course View Point
62,male,"['Nature', 'Adventure']",['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
55,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankarama
26,male,"['Educational', 'Nature']",['Learning'],Tropical,['Severe Allergies'],Kandy Spice Garden
38,male,"['Religious', 'Scenic']",['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
71,female,"['Shopping', 'Entertainment']",['Shopping'],Tropical,[],Kandy City Center
66,male,"['Beach', 'Cultural']",['History'],Tropical,[],Koggala Beach
11,female,"['Beach', 'Romantic']",['Sunbathing'],Tropical,[],Tangalle Beach
60,female,"['Educational', 'Nature']",['Learning'],Tropical,[],Kandy Spice Garden
5,female,"['Educational', 'Museum']",['Tea Tasting'],Cool,[],Tea Factory & Tea Museum
60,male,"['Museum', 'Historical']",['History'],Tropical,[],Kandy National Museum
22,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Lankarama
77,male,['Historical'],['Relaxation'],Tropical,['Severe Pollen Allergies'],Royal Botanical Gardens
33,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Mobility Issues'],Lankatilaka Temple
16,male,"['Museum', 'Historical']",['Learning'],Tropical,[],Kandy National Museum
47,male,"['Nature', 'Wildlife']",['Bird Watching'],Cool,[],Galway's Land National Park
60,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Thuparamaya
18,male,"['Historical', 'Nature']",['Relaxation'],Tropical,[],Ranmasu Uyana
55,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
65,female,"['Park', 'Nature']",['Relaxation'],Cool,[],Victoria Park
60,female,"['Religious', 'Historical']",['Walking'],Tropical,"['Knee Pain', 'Back Pain']",Abhayagiri Dagoba
45,male,"['Beach', 'Surfing']",['Yoga'],Tropical,[],Hiriketiya Beach
74,male,"['Sports', 'Historical']",['Photography'],Cool,[],Nuwara Eliya Race Course
46,male,"['Scenic', 'Viewpoint']",['Hiking'],Cool,[],Single Tree Hill
14,female,"['Nature', 'Garden']",['Photography'],Cool,['Severe Pollen Allergies'],Hakgala Botanical Garden
10,male,"['Park', 'Nature']",['Relaxation'],Cool,[],Victoria Park
65,female,"['Historical', 'Architecture']",['Photography'],Cool,[],Nuwara Eliya Post Office
79,male,"['Religious', 'Historical']",['Photography'],Cool,[],Seetha Amman Temple
14,female,['Museum'],['Tea Tasting'],Tropical,[],Ceylon Tea Museum
78,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Abhayagiri Dagoba
54,female,"['Historical', 'Scenic']",['Walking'],Tropical,[],Basawakkulama Wewa
64,male,"['Religious', 'Scenic']",['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
25,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Mirisaweti Stupa
51,male,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Kuttam Pokuna
67,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Sela Cetiya
56,male,"['Historical', 'Educational']",['Learning'],Tropical,[],Eth Pokuna
40,female,"['Beach', 'Surfing']",['Surfing'],Tropical,[],Hiriketiya Beach
26,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ratnaprasada
41,female,"['Religious', 'Historical']",['Photography'],Tropical,"['Knee Pain', 'Back Pain']",Abhayagiri Dagoba
6,male,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
70,female,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Kuttam Pokuna
56,female,"['Recreation', 'Water Activities']",['Relaxation'],Cool,[],Lake Gregory Boating
52,female,"['Scenic', 'Relaxation']",['Walking'],Tropical,[],Kandy Lake
46,male,"['Nature', 'Wildlife']",['Photography'],Cool,[],Moon Plains
10,female,"['Educational', 'Museum']",['Learning'],Cool,[],Tea Factory & Tea Museum
43,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Samadhi Buddha Statue
67,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Mirisaweti Stupa
27,male,"['Nature', 'Scenic']",['Photography'],Cool,[],Lovers Leap Waterfall
9,male,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,[],Kalametiya Bird Sanctuary
64,female,"['Historical', 'Cultural']",['Sightseeing'],Cool,[],Nuwara Eliya City Tour
17,female,"['Nature', 'Waterfall']",['Photography'],Cool,[],Ramboda Falls
12,female,"['Nature', 'Adventure']",['Bird Watching'],Tropical,[],Udawattakele Forest Reserve
39,male,"['Beach', 'Photography']",['Instagram'],Tropical,[],Dalawella Beach
53,female,"['Historical', 'Educational']",['Photography'],Tropical,[],Lovamahapaya
45,female,['Historical'],['Photography'],Tropical,[],Kandy Garrison Cemetery
50,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
10,female,['Historical'],['History'],Tropical,[],Kandy War Cemetery
69,male,"['Shopping', 'Cultural']",['Cultural Exploration'],Tropical,[],Kandy Market
11,female,['Historical'],['Photography'],Tropical,[],Kandy War Cemetery
49,male,"['Historic', 'Cultural']",['Photography'],Tropical,[],Galle Fort
50,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Samadhi Buddha Statue
44,female,"['Nature', 'Adventure']",['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
57,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ratnaprasada
54,male,['Scenic'],['Sightseeing'],Tropical,[],Kandy View Point
75,female,"['Wildlife', 'Safari']",['Birdwatching'],Dry Zone,['Dust Allergies'],Bundala National Park
37,female,"['Cultural', 'Shopping']",['Shopping'],Tropical,[],Kandy Arts & Crafts Center
56,male,"['Recreation', 'Water Activities']",['Boating'],Cool,[],Lake Gregory Boating
50,female,"['Nature', 'Wildlife']",['Photography'],Cool,['Respiratory Issues'],Moon Plains
27,male,"['Museum', 'Educational']",['Cultural Exploration'],Tropical,[],Maha Vihara Museum
19,male,"['Wildlife', 'Safari']",['Photography'],Dry Zone,[],Bundala National Park
64,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sela Cetiya
11,male,"['Historical', 'Scenic']",['Photography'],Tropical,[],Tissa Wewa
49,male,"['Beach', 'Snorkeling']",['Swimming'],Tropical,[],Unawatuna Beach
30,male,"['Religious', 'Scenic']",['Sightseeing'],Tropical,"['Heart Conditions', 'Mobility Issues']",Bahirawakanda Vihara Buddha Statue
78,male,"['Historical', 'Cultural']",['Photography'],Cool,[],Nuwara Eliya City Tour
27,female,"['Sports', 'Historical']",['Photography'],Cool,[],Nuwara Eliya Race Course
29,male,"['Beach', 'Relaxation']",['Kayaking'],Tropical,[],Mawella Beach
53,male,"['Religious', 'Historical']",['Walking'],Tropical,[],Thuparamaya
27,male,"['Historical', 'Scenic']",['Relaxation'],Tropical,[],Kuttam Pokuna
34,female,"['Beach', 'Snorkeling']",['Swimming'],Tropical,[],Unawatuna Beach
15,female,"['Religious', 'Historical']",['Walking'],Tropical,[],Abhayagiri Dagoba
76,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],Ramboda Falls
19,male,"['Beach', 'Surfing']",['Cultural Photography'],Tropical,[],Weligama Bay
22,female,"['Religious', 'Historical']",['Walking'],Tropical,[],Ruwanwelisaya
35,male,"['Cultural', 'Shopping']",['Shopping'],Tropical,[],Kandy Arts & Crafts Center
59,male,"['Recreation', 'Water Activities']",['Boating'],Cool,['Swimming Difficulties'],Lake Gregory Boating
29,male,"['Nature', 'Waterfall']",['Nature Walks'],Cool,['Mobility Issues'],Devon Falls
21,male,"['Beach', 'Surfing']",['Surfing'],Tropical,[],Hiriketiya Beach
31,female,"['Beach', 'Romantic']",['Sunbathing'],Tropical,[],Tangalle Beach
13,female,['Historical'],['Photography'],Tropical,[],Kandy War Cemetery
56,male,"['Nature', 'Waterfall']",['Photography'],Cool,['Mobility Issues'],Devon Falls
59,male,"['Sports', 'Recreation']",['Golf'],Cool,[],Nuwara Eliya Golf Club
57,male,"['Museum', 'Historical']",['Learning'],Tropical,[],Kandy National Museum
33,male,['Historical'],['Photography'],Tropical,[],Kandy War Cemetery
38,female,"['Scenic', 'Relaxation']",['Boating'],Cool,[],Gregory Lake
32,female,['Scenic'],['Photography'],Tropical,[],Kandy View Point
64,male,"['Religious', 'Historical']",['Photography'],Tropical,['Mobility Issues'],Lankatilaka Temple
43,male,"['Educational', 'Nature']",['Learning'],Tropical,[],Kandy Spice Garden
34,male,['Historical'],['Relaxation'],Tropical,['Severe Pollen Allergies'],Royal Botanical Gardens
48,male,"['Historical', 'Educational']",['Cultural Exploration'],Tropical,[],Eth Pokuna
65,female,"['Beach', 'Relaxation']",['Sunbathing'],Tropical,[],Mawella Beach
15,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Mirisaweti Stupa
18,female,"['Nature', 'Wildlife']",['Bird Watching'],Cool,[],Galway's Land National Park
70,male,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Kuttam Pokuna
39,male,['Natural Wonder'],['Geology'],Tropical,['Mobility Issues (rocky)'],Hummanaya Blowhole
65,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankatilaka Temple
41,female,"['Cultural', 'Shopping']",['Shopping'],Tropical,[],Kandy Arts & Crafts Center
38,male,['Natural Wonder'],['Photography'],Tropical,[],Hummanaya Blowhole
38,male,"['Recreation', 'Water Activities']",['Boating'],Cool,[],Lake Gregory Boating
53,male,"['Nature', 'Scenic']",['Photography'],Cool,[],Lovers Leap Waterfall
11,male,"['Religious', 'Historical']",['Photography'],Cool,[],Seetha Amman Temple
48,female,"['Sports', 'Historical']",['Horse Racing'],Cool,[],Nuwara Eliya Race Course
9,male,"['Nature', 'Waterfall']",['Nature Walks'],Cool,['Mobility Issues'],Devon Falls
60,female,"['Beach', 'Family']",['Relaxation'],Tropical,[],Polhena Beach
56,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Thuparamaya
5,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Thuparamaya
13,female,"['Nature', 'Garden']",['Nature Walks'],Cool,['Severe Pollen Allergies'],Hakgala Botanical Garden
70,male,"['Historical', 'Cultural']",['Sightseeing'],Cool,[],Nuwara Eliya City Tour
39,female,"['Beach', 'Family']",['Snorkeling'],Tropical,[],Polhena Beach
16,male,"['Adventure', 'Nature']",['Camping'],Cool,[],Hanthana Mountain Range
44,female,"['Nature', 'Waterfall']",['Photography'],Cool,['Mobility Issues'],Ramboda Falls
42,female,['Historical'],['Photography'],Tropical,[],Kandy War Cemetery
31,male,"['Eco-Tourism', 'Wildlife']",['Kayaking'],Tropical,[],Kalametiya Bird Sanctuary
76,female,"['Museum', 'Educational']",['Sightseeing'],Tropical,[],Anuradhapura Archaeological Museum
66,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,['Mobility Issues'],St. Clair's Falls
11,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Isurumuniya Temple
69,male,['Natural Wonder'],['Geology'],Tropical,[],Hummanaya Blowhole
68,male,"['Beach', 'Scenic']",['Photography'],Tropical,[],Dickwella Beach
48,female,"['Historical', 'Scenic']",['Walking'],Tropical,[],Tissa Wewa
42,female,['Historical'],['Photography'],Tropical,[],Kandy Garrison Cemetery
56,male,"['Scenic', 'Viewpoint']",['Hiking'],Cool,"['Heart Conditions', 'Mobility Issues']",Single Tree Hill
39,female,"['Historic', 'Cultural']",['History'],Tropical,['Mobility Issues (cobblestones)'],Galle Fort
77,female,"['Historical', 'Nature']",['Sightseeing'],Tropical,[],Vessagiriya
29,female,"['Beach', 'Wildlife']",['Whale Watching'],Tropical,[],Mirissa Beach
46,female,"['Shopping', 'Cultural']",['Cultural Exploration'],Tropical,[],Kandy Market
58,female,"['Beach', 'Cultural']",['Walking'],Tropical,[],Koggala Beach
12,male,"['Religious', 'Historical']",['Walking'],Tropical,"['Knee Pain', 'Back Pain']",Abhayagiri Dagoba
61,male,"['Religious', 'Historical']",['Photography'],Tropical,"['Knee Pain', 'Back Pain']",Ruwanwelisaya
19,female,"['Religious', 'Historical']",['Photography'],Tropical,['Mobility Issues'],Lankatilaka Temple
47,male,"['Shopping', 'Cultural']",['Cultural Exploration'],Cool,[],Nuwara Eliya Market
66,female,"['Recreation', 'Water Activities']",['Relaxation'],Cool,['Swimming Difficulties'],Lake Gregory Boating
18,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Isurumuniya Temple
72,male,"['Educational', 'Agriculture']",['Tea Tasting'],Cool,['Mobility Issues'],Pedro Tea Estate
5,male,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],Devon Falls
70,female,['Scenic'],['Photography'],Tropical,[],Kandy View Point
46,female,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Kuttam Pokuna
69,female,"['Cultural', 'Shopping']",['Cultural Exploration'],Tropical,[],Kandy Arts & Crafts Center
37,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],St. Clair's Falls
20,female,"['Adventure', 'Nature']",['Hiking'],Cool,"['Heart Conditions', 'Respiratory Issues', 'Joint Problems']",Hanthana Mountain Range
17,male,"['Nature', 'Scenic']",['Hiking'],Cool,[],Lovers Leap Waterfall
49,female,"['Religious', 'Historical']",['Photography'],Cool,[],Seetha Amman Temple
18,female,"['Beach', 'Adventure']",['Exploration'],Tropical,[],Secret Beach (Mirissa)
38,female,['Historical'],['History'],Tropical,[],Kandy Garrison Cemetery
30,male,"['Nature', 'Garden']",['Photography'],Cool,[],Hakgala Botanical Garden
33,male,"['Beach', 'Adventure']",['Exploration'],Tropical,[],Secret Beach (Mirissa)
8,female,"['Nature', 'Waterfall']",['Photography'],Cool,['Mobility Issues'],Ramboda Falls
65,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Isurumuniya Temple
50,female,"['Nature', 'Adventure']",['Hiking'],Tropical,[],Udawattakele Forest Reserve
48,female,"['Historical', 'Nature']",['Sightseeing'],Tropical,[],Ranmasu Uyana
67,female,['Museum'],['Learning'],Tropical,[],Ceylon Tea Museum
66,female,['Historical'],['History'],Tropical,[],Kandy War Cemetery
18,male,"['Beach', 'Snorkeling']",['Relaxation'],Tropical,[],Unawatuna Beach
26,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Thuparamaya
51,female,"['Recreation', 'Water Activities']",['Relaxation'],Cool,[],Lake Gregory Boating
47,female,"['Cultural', 'Shopping']",['Cultural Exploration'],Tropical,[],Kandy Arts & Crafts Center
14,male,"['Beach', 'Relaxation']",['Sunbathing'],Tropical,[],Mawella Beach
29,female,['Scenic'],['Sightseeing'],Tropical,[],Kandy View Point
39,female,['Historical'],['Sightseeing'],Tropical,[],Commonwealth War Cemetery
77,male,"['Museum', 'Educational']",['Sightseeing'],Tropical,[],Anuradhapura Archaeological Museum
10,female,"['Educational', 'Nature']",['Learning'],Tropical,[],Kandy Spice Garden
33,male,"['Beach', 'Relaxation']",['Kayaking'],Tropical,[],Mawella Beach
79,female,"['Nature', 'Wildlife']",['Bird Watching'],Cool,[],Galway's Land National Park
8,male,"['Agriculture', 'Food']",['Photography'],Cool,[],Nuwara Eliya Strawberry Farms
63,male,"['Religious', 'Historical']",['Walking'],Tropical,"['Knee Pain', 'Back Pain']",Jetavanaramaya
66,female,"['Cultural', 'Entertainment']",['Cultural Exploration'],Tropical,[],Kandy Cultural Show
22,female,"['Educational', 'Museum']",['Tea Tasting'],Cool,[],Tea Factory & Tea Museum
5,male,"['Beach', 'Relaxation']",['Reading'],Tropical,[],Talpe Beach
30,male,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Kandy Railway Station
59,male,['Historical'],['History'],Tropical,[],Kandy War Cemetery
55,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Isurumuniya Temple
43,male,"['Eco-Tourism', 'Wildlife']",['Kayaking'],Tropical,[],Kalametiya Bird Sanctuary
57,female,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Nuwara Eliya Golf Course View Point
11,male,"['Sports', 'Historical']",['Horse Racing'],Cool,[],Nuwara Eliya Race Course
38,male,"['Nature', 'Waterfall']",['Photography'],Cool,[],Devon Falls
11,male,"['Museum', 'Educational']",['Cultural Exploration'],Tropical,[],Anuradhapura Archaeological Museum
26,male,"['Shopping', 'Cultural']",['Shopping'],Tropical,[],Kandy Market
12,female,"['Nature', 'Waterfall']",['Photography'],Cool,[],Devon Falls
23,male,"['Beach', 'Snorkeling']",['Relaxation'],Tropical,[],Unawatuna Beach
11,male,"['Museum', 'Educational']",['Sightseeing'],Tropical,[],Maha Vihara Museum
63,female,"['Beach', 'Relaxation']",['Reading'],Tropical,[],Talpe Beach
73,female,"['Museum', 'Educational']",['Learning'],Tropical,[],Anuradhapura Archaeological Museum
69,male,"['Beach', 'Relaxation']",['Walking'],Tropical,[],Talpe Beach
25,male,"['Wildlife', 'Safari']",['Birdwatching'],Dry Zone,['Dust Allergies'],Bundala National Park
50,male,['Natural Wonder'],['Photography'],Tropical,[],Hummanaya Blowhole
43,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Ruwanwelisaya
56,male,"['Beach', 'Family']",['Snorkeling'],Tropical,[],Polhena Beach
31,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Eth Pokuna
30,female,"['Shopping', 'Entertainment']",['Shopping'],Tropical,[],Kandy City Center
76,female,"['Agriculture', 'Food']",['Photography'],Cool,[],Nuwara Eliya Strawberry Farms
33,female,"['Scenic', 'Viewpoint']",['Hiking'],Cool,[],Single Tree Hill
6,male,"['Sports', 'Historical']",['Horse Racing'],Cool,[],Nuwara Eliya Race Course
36,female,"['Beach', 'Adventure']",['Snorkeling'],Tropical,['Mobility Issues'],Jungle Beach
68,male,"['Shopping', 'Cultural']",['Cultural Exploration'],Cool,[],Nuwara Eliya Market
78,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,['Mobility Issues'],Ramboda Falls
9,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sri Maha Bodhi
50,male,"['Nature', 'Waterfall']",['Photography'],Cool,['Mobility Issues'],St. Clair's Falls
6,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sri Maha Bodhi
53,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankarama
19,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Thuparamaya
54,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
44,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Abhayagiri Dagoba
33,male,"['Beach', 'Relaxation']",['Walking'],Tropical,[],Talpe Beach
68,female,"['Shopping', 'Entertainment']",['Dining'],Tropical,[],Kandy City Center
8,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankarama
73,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Sri Maha Bodhi
9,female,"['Historical', 'Scenic']",['Photography'],Tropical,[],Kuttam Pokuna
8,male,"['Beach', 'Family']",['Snorkeling'],Tropical,[],Polhena Beach
77,male,"['Scenic', 'Viewpoint']",['Hiking'],Cool,[],Single Tree Hill
41,female,"['Nature', 'Waterfall']",['Photography'],Cool,['Mobility Issues'],Ramboda Falls
64,male,"['Cultural', 'Hiking']",['History'],Tropical,[],Mulkirigala Rock Temple
13,female,['Historical'],['Relaxation'],Tropical,['Severe Pollen Allergies'],Royal Botanical Gardens
21,female,"['Recreation', 'Water Activities']",['Boating'],Cool,[],Lake Gregory Boating
56,female,"['Museum', 'Historical']",['History'],Tropical,[],Kandy National Museum
57,female,"['Beach', 'Surfing']",['Yoga'],Tropical,['Non-swimmers'],Hiriketiya Beach
68,male,"['Historical', 'Scenic']",['Photography'],Tropical,[],Kandy Railway Station
34,female,"['Shopping', 'Entertainment']",['Shopping'],Tropical,[],Kandy City Center
76,male,"['Museum', 'Educational']",['Learning'],Tropical,[],Anuradhapura Archaeological Museum
49,male,"['Beach', 'Scenic']",['Photography'],Tropical,[],Dickwella Beach
46,male,"['Religious', 'Historical']",['Walking'],Tropical,[],Abhayagiri Dagoba
37,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Thuparamaya
21,male,"['Nature', 'Adventure']",['Bird Watching'],Tropical,[],Udawattakele Forest Reserve
26,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Abhayagiri Dagoba
21,female,"['Religious', 'Scenic']",['Photography'],Tropical,"['Heart Conditions', 'Mobility Issues']",Bahirawakanda Vihara Buddha Statue
64,male,"['Wildlife', 'Safari']",['Birdwatching'],Dry Zone,[],Bundala National Park
57,male,"['Historical', 'Educational']",['Cultural Exploration'],Tropical,[],Ratnaprasada
51,male,"['Educational', 'Museum']",['Tea Tasting'],Cool,[],Tea Factory & Tea Museum
48,male,"['Scenic', 'Relaxation']",['Boating'],Cool,[],Gregory Lake
43,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
